Type Document,Titre,Référence,Premier Auteur,Type de verre,Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Ce,Pr,Nd,S_autres_TR,Th,U,Pu,Np,Am,Cm,S_autres_An,Somme,Densité,Homogénéité,B_IV,Irradié,Caractéristiques_si_irradié,Température,Statique_dynamique,Plage_granulométrique_si_poudre,Surface_spécifique_géométrique_si_poudre,Surface_spécifique_BET_si_poudre,Qualité_de_polissage_si_monolithe,Masse_du_verre,Surface_du_verre_S,Volume_de_la_solution_V,Débit_de_la_solution,pH_initial_T_amb,pH_initial_T_essai,Composition_de_la_solution,Durée_de_l_expérience,pH_final_T_amb,pH_final_T_essai,Normalisation_de_la_vitesse_Sgeo_ou_SBET,V0_Si_ou_r0_Si,r2_Si,Ordonnée_à_l_origine_Si,V0_B_ou_r0_B,Ordonnée_à_l_origine_B,V0_Na_ou_r0_Na,r2_Na,Ordonnée_à_l_origine_Na,V0_ΔM_ou_r0_ΔM,Congruence
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-B45_test13,6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0,1.29,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,100.0,Not available,Not available,Not available,Not available,Not available,70.0,dynamique,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,10.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.57544,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-B45_test14,6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0,1.29,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,100.0,Not available,Not available,Not available,Not available,Not available,70.0,dynamique,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,11.1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.501187,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-B45_test15,6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0,1.29,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,100.0,Not available,Not available,Not available,Not available,Not available,90.0,dynamique,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,7.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.021878,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-B45_test16,6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0,1.29,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,100.0,Not available,Not available,Not available,Not available,Not available,90.0,dynamique,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,8.5,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.537032,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-B45_test17,6.05,6.94,58.33,4.1,1.44,2.36,15.59,0,0.11,2.31,0,0,0,0,1.29,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,100.0,Not available,Not available,Not available,Not available,Not available,90.0,dynamique,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,10.1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.831764,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test1,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,23.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,10.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.00501,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test2,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,23.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,11.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.0174,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test3,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,23.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,12.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.0363,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test4,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,40.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,8.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.0209,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test5,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,40.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,9.6,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.0407,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test6,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,40.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,10.9,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.105,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test7,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,40.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,11.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.158,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test8,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,70.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,7.3,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.0151,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test9,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,70.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,8.1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.0708,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test10,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,70.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,8.9,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.162,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test11,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,70.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,10.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.603,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test12,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,70.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,11.1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.851,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test13,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,90.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,6.9,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.0832,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test14,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,90.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,7.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.245,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test15,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,90.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,8.5,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.589,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test16,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,90.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,10.1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,1.29,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LAW-C22_test17,3.39,5.84,57.54,9.39,0.76,2.41,15.69,0,0.04,1.84,0.29,0,0,0.01,1.38,0,0,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.92,Not available,Not available,Not available,Not available,Not available,90.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,10.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,2.34,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LD6-5412_test1,0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.94,Not available,Not available,Not available,Not available,Not available,20.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,5.9,Not available,Not available,Not available,Not available,SBET,Not available,Not available,Not available,0.000141,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LD6-5412_test2,0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.94,Not available,Not available,Not available,Not available,Not available,20.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,8.1,Not available,Not available,Not available,Not available,SBET,Not available,Not available,Not available,0.000525,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LD6-5412_test3,0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.94,Not available,Not available,Not available,Not available,Not available,20.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,9.1,Not available,Not available,Not available,Not available,SBET,Not available,Not available,Not available,0.0017,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LD6-5412_test4,0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.94,Not available,Not available,Not available,Not available,Not available,20.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,10.0,Not available,Not available,Not available,Not available,SBET,Not available,Not available,Not available,0.0055,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LD6-5412_test5,0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.94,Not available,Not available,Not available,Not available,Not available,20.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,11.1,Not available,Not available,Not available,Not available,SBET,Not available,Not available,Not available,0.0145,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LD6-5412_test6,0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.94,Not available,Not available,Not available,Not available,Not available,20.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,12.1,Not available,Not available,Not available,Not available,SBET,Not available,Not available,Not available,0.038,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LD6-5412_test7,0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.94,Not available,Not available,Not available,Not available,Not available,40.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,5.9,Not available,Not available,Not available,Not available,SBET,Not available,Not available,Not available,0.00275,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LD6-5412_test8,0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.94,Not available,Not available,Not available,Not available,Not available,40.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,7.9,Not available,Not available,Not available,Not available,SBET,Not available,Not available,Not available,0.00575,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LD6-5412_test9,0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.94,Not available,Not available,Not available,Not available,Not available,40.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,8.3,Not available,Not available,Not available,Not available,SBET,Not available,Not available,Not available,0.0055,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LD6-5412_test10,0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.94,Not available,Not available,Not available,Not available,Not available,40.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,8.9,Not available,Not available,Not available,Not available,SBET,Not available,Not available,Not available,0.0166,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LD6-5412_test11,0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.94,Not available,Not available,Not available,Not available,Not available,40.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,9.8,Not available,Not available,Not available,Not available,SBET,Not available,Not available,Not available,0.0324,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,LD6-5412_test12,0,2.92,58.04,13.12,0,4.78,18.92,0,0.63,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,99.94,Not available,Not available,Not available,Not available,Not available,40.0,Dynamic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,11.5,Not available,Not available,Not available,Not available,SBET,Not available,Not available,Not available,0.115,Not available,Not available,Not available,Not available,Not available,Not available
